"","subnum","runnum","vif","value"
"479","1_036_second","Run2","des.matV11",2.05305977398722
"480","1_036_second","Run2","des.matV12",1.64242647798086
"481","2_005_second","Run1","des.matV1",3.81255596703052
"482","2_005_second","Run1","des.matV2",2.73827423968165
"483","2_005_second","Run1","des.matV3",1.47313375240706
"484","2_005_second","Run1","des.matV4",1.26454104325824
"485","2_005_second","Run1","des.matV5",2.31553326619695
"486","2_005_second","Run1","des.matV6",1.93470481272109
"487","2_005_second","Run1","des.matV7",2.32136874078109
"488","2_005_second","Run1","des.matV8",1.87312324238714
"489","2_005_second","Run1","des.matV9",1.7303669074305
"490","2_005_second","Run1","des.matV10",1.78476927233067
"491","2_005_second","Run1","des.matV11",1.48803655470845
"492","2_005_second","Run1","des.matV12",1.22568626439514
"493","2_008_second","Run1","des.matV1",2.27446470099862
"494","2_008_second","Run1","des.matV2",2.17127675115583
"495","2_008_second","Run1","des.matV3",1.27087914606079
"496","2_008_second","Run1","des.matV4",1.36026520154055
"497","2_008_second","Run1","des.matV5",1.59915086332287
"498","2_008_second","Run1","des.matV6",1.33281333878257
"499","2_008_second","Run1","des.matV7",1.81477561506352
"500","2_008_second","Run1","des.matV8",1.73166856487227
"501","2_008_second","Run1","des.matV9",1.35582985331518
"502","2_008_second","Run1","des.matV10",1.29139756226009
"503","2_008_second","Run1","des.matV11",NA
"504","2_008_second","Run1","des.matV12",NA
"505","2_008_second","Run2","des.matV1",2.63604007476444
"506","2_008_second","Run2","des.matV2",2.69149973903563
"507","2_008_second","Run2","des.matV3",1.44339650201468
"508","2_008_second","Run2","des.matV4",1.39376782427517
"509","2_008_second","Run2","des.matV5",1.77589977971433
"510","2_008_second","Run2","des.matV6",1.68072847952161
"511","2_008_second","Run2","des.matV7",1.89186654088502
"512","2_008_second","Run2","des.matV8",1.82988920519929
"513","2_008_second","Run2","des.matV9",1.27803056646052
"514","2_008_second","Run2","des.matV10",1.44820398222355
"515","2_008_second","Run2","des.matV11",1.12302158405008
"516","2_008_second","Run2","des.matV12",1.13690263459708
"517","2_010_second","Run1","des.matV1",2.35952321867532
"518","2_010_second","Run1","des.matV2",2.15639447549572
"519","2_010_second","Run1","des.matV3",1.28666972941443
"520","2_010_second","Run1","des.matV4",1.1956654526008
"521","2_010_second","Run1","des.matV5",2.10459514101096
"522","2_010_second","Run1","des.matV6",1.78516888960954
"523","2_010_second","Run1","des.matV7",1.53320883965535
"524","2_010_second","Run1","des.matV8",1.43881197757174
"525","2_010_second","Run1","des.matV9",1.35252221901586
"526","2_010_second","Run1","des.matV10",1.20885180475983
"527","2_010_second","Run1","des.matV11",1.26952257865585
"528","2_010_second","Run1","des.matV12",1.31627118209528
"529","2_010_second","Run2","des.matV1",2.89475849610925
"530","2_010_second","Run2","des.matV2",2.79570640290856
"531","2_010_second","Run2","des.matV3",1.4341116457267
"532","2_010_second","Run2","des.matV4",1.34821437830232
"533","2_010_second","Run2","des.matV5",2.08655592761428
"534","2_010_second","Run2","des.matV6",2.03852846191379
"535","2_010_second","Run2","des.matV7",1.92658607143475
"536","2_010_second","Run2","des.matV8",1.7749729961492
"537","2_010_second","Run2","des.matV9",1.51562656339534
"538","2_010_second","Run2","des.matV10",1.47942239927861
