"","subnum","runnum","vif","value"
"267","1_004","Run3","des.matV1",2.46530673278723
"268","1_004","Run3","des.matV2",1.74383505165475
"269","1_004","Run3","des.matV3",2.50829551053871
"270","1_004","Run3","des.matV4",1.89265091288806
"271","1_004","Run3","des.matV5",2.59602046909201
"272","1_004","Run3","des.matV6",1.50297221978353
"273","1_004","Run3","des.matV7",2.10638248897505
"274","1_004","Run3","des.matV8",1.46164352027123
"275","1_004","Run3","des.matV9",3.15794426933423
"276","1_004","Run3","des.matV10",1.59494652883728
"277","1_004","Run3","des.matV11",2.27161938068395
"278","1_004","Run3","des.matV12",1.56038829023794
"279","1_004","Run3","des.matV13",2.09122785569056
"280","1_004","Run3","des.matV14",1.82905630246177
"281","1_007","Run2","des.matV1",2.61115298530439
"282","1_007","Run2","des.matV2",1.65815130293549
"283","1_007","Run2","des.matV3",2.5282004439645
"284","1_007","Run2","des.matV4",1.59450626287988
"285","1_007","Run2","des.matV5",1.96152255046674
"286","1_007","Run2","des.matV6",1.41967184402975
"287","1_007","Run2","des.matV7",2.62645886317667
"288","1_007","Run2","des.matV8",1.85704279587651
"289","1_007","Run2","des.matV9",NA
"290","1_007","Run2","des.matV10",NA
"291","1_007","Run2","des.matV11",1.83995950933274
"292","1_007","Run2","des.matV12",1.49302575439945
"293","1_007","Run2","des.matV13",1.62973729014705
"294","1_007","Run2","des.matV14",1.31743821393481
"295","1_007","Run3","des.matV1",3.66835158175409
"296","1_007","Run3","des.matV2",2.12654727746444
"297","1_007","Run3","des.matV3",4.24736296446318
"298","1_007","Run3","des.matV4",2.89870070823938
"299","1_007","Run3","des.matV5",4.20254313502258
"300","1_007","Run3","des.matV6",2.73048052097381
"301","1_007","Run3","des.matV7",3.48629035623965
"302","1_007","Run3","des.matV8",2.05892680885222
"303","1_007","Run3","des.matV9",2.75103254470832
"304","1_007","Run3","des.matV10",1.48589986565008
"305","1_007","Run3","des.matV11",2.68802778790523
"306","1_007","Run3","des.matV12",2.07682735062044
"307","1_007","Run3","des.matV13",2.49640805557931
"308","1_007","Run3","des.matV14",1.91918595975795
"309","1_015","Run1","des.matV1",2.34008917503607
"310","1_015","Run1","des.matV2",1.56957601252823
"311","1_015","Run1","des.matV3",1.99842770152514
"312","1_015","Run1","des.matV4",1.52512415794298
"313","1_015","Run1","des.matV5",2.35840130785403
"314","1_015","Run1","des.matV6",1.58509805987461
"315","1_015","Run1","des.matV7",1.60286188213605
"316","1_015","Run1","des.matV8",1.17385922712027
"317","1_015","Run1","des.matV9",1.94761639000867
"318","1_015","Run1","des.matV10",1.37222662032731
"319","1_015","Run1","des.matV11",1.43254050439953
"320","1_015","Run1","des.matV12",1.29023075248727
"321","1_015","Run1","des.matV13",1.70207996953256
"322","1_015","Run1","des.matV14",1.46219336768187
"323","1_015","Run3","des.matV1",2.57306472393437
"324","1_015","Run3","des.matV2",1.52832999884669
"325","1_015","Run3","des.matV3",1.84369467805064
"326","1_015","Run3","des.matV4",1.34176952206679
"327","1_015","Run3","des.matV5",2.15387809409171
"328","1_015","Run3","des.matV6",1.42774969840849
"329","1_015","Run3","des.matV7",2.26151378292398
"330","1_015","Run3","des.matV8",1.34800287471983
"331","1_015","Run3","des.matV9",2.1384677885677
"332","1_015","Run3","des.matV10",1.62465529189793
"333","1_015","Run3","des.matV11",2.042596928405
"334","1_015","Run3","des.matV12",1.81019752490525
"335","1_015","Run3","des.matV13",1.53686721709123
"336","1_015","Run3","des.matV14",1.46751053043991
"337","1_020","Run1","des.matV1",1.64494572195115
"338","1_020","Run1","des.matV2",1.22263591662198
"339","1_020","Run1","des.matV3",2.61140039472467
"340","1_020","Run1","des.matV4",1.45544862009187
"341","1_020","Run1","des.matV5",1.83990572238147
"342","1_020","Run1","des.matV6",1.44070859526009
"343","1_020","Run1","des.matV7",2.35187618297519
"344","1_020","Run1","des.matV8",1.55963178506354
"345","1_020","Run1","des.matV9",1.67711588254767
"346","1_020","Run1","des.matV10",1.45253608187223
"347","1_020","Run1","des.matV11",1.63167182069403
"348","1_020","Run1","des.matV12",1.28897438543857
"349","1_020","Run1","des.matV13",1.58223126771669
"350","1_020","Run1","des.matV14",1.32819868000827
"351","1_020","Run3","des.matV1",1.49809567896994
"352","1_020","Run3","des.matV2",1.1581166886892
"353","1_020","Run3","des.matV3",1.70521248747785
"354","1_020","Run3","des.matV4",1.3455699239363
"355","1_020","Run3","des.matV5",1.93616184048391
"356","1_020","Run3","des.matV6",1.38742165856648
"357","1_020","Run3","des.matV7",2.09934654425175
"358","1_020","Run3","des.matV8",1.42765670181405
"359","1_020","Run3","des.matV9",2.01722659198475
"360","1_020","Run3","des.matV10",1.3445961954679
"361","1_020","Run3","des.matV11",2.08412424564498
"362","1_020","Run3","des.matV12",2.74081342412167
"363","1_020","Run3","des.matV13",1.24608534929266
"364","1_020","Run3","des.matV14",1.24611733107055
"365","1_028","Run1","des.matV1",2.09516894092136
"366","1_028","Run1","des.matV2",1.46707060206894
"367","1_028","Run1","des.matV3",2.30267137743034
"368","1_028","Run1","des.matV4",1.77068836133297
"369","1_028","Run1","des.matV5",2.08429935826697
"370","1_028","Run1","des.matV6",1.47866509002178
"371","1_028","Run1","des.matV7",2.52782162847778
"372","1_028","Run1","des.matV8",1.73542566300225
"373","1_028","Run1","des.matV9",1.9240989872929
"374","1_028","Run1","des.matV10",1.287455441797
"375","1_028","Run1","des.matV11",1.34176077699097
"376","1_028","Run1","des.matV12",1.24622010150988
"377","1_028","Run1","des.matV13",2.00589504572853
"378","1_028","Run1","des.matV14",1.51183410333353
"379","1_028","Run2","des.matV1",2.57950766893416
"380","1_028","Run2","des.matV2",1.70988188265003
"381","1_028","Run2","des.matV3",2.54017789672509
"382","1_028","Run2","des.matV4",1.61756293954478
"383","1_028","Run2","des.matV5",2.11562214279272
"384","1_028","Run2","des.matV6",1.33334721364138
"385","1_028","Run2","des.matV7",2.50879628914523
"386","1_028","Run2","des.matV8",1.94557478711888
"387","1_028","Run2","des.matV9",1.9528580264403
"388","1_028","Run2","des.matV10",1.3661542771229
"389","1_028","Run2","des.matV11",1.37971713377825
"390","1_028","Run2","des.matV12",1.34094698339625
"391","1_028","Run2","des.matV13",1.88952902378693
"392","1_028","Run2","des.matV14",1.61075111899148
"393","2_008","Run1","des.matV1",1.98739506149423
"394","2_008","Run1","des.matV2",1.21781939168255
"395","2_008","Run1","des.matV3",2.02486337898237
"396","2_008","Run1","des.matV4",1.35010826560893
"397","2_008","Run1","des.matV5",2.10379800157715
"398","2_008","Run1","des.matV6",1.39763045435914
"399","2_008","Run1","des.matV7",1.84821053836039
"400","2_008","Run1","des.matV8",1.24679734742928
"401","2_008","Run1","des.matV9",NA
"402","2_008","Run1","des.matV10",NA
"403","2_008","Run1","des.matV11",1.17815322333919
"404","2_008","Run1","des.matV12",1.12835148507454
"405","2_008","Run1","des.matV13",1.24867194778901
"406","2_008","Run1","des.matV14",1.17950438060424
"407","2_008","Run2","des.matV1",2.08770459681898
"408","2_008","Run2","des.matV2",1.55078324813604
"409","2_008","Run2","des.matV3",2.29415539560894
"410","2_008","Run2","des.matV4",1.62496584540395
"411","2_008","Run2","des.matV5",1.80574723536043
"412","2_008","Run2","des.matV6",1.38062090073662
"413","2_008","Run2","des.matV7",2.13461936917581
"414","2_008","Run2","des.matV8",1.46343249350898
"415","2_008","Run2","des.matV9",1.46548030502688
"416","2_008","Run2","des.matV10",1.19382258595996
"417","2_008","Run2","des.matV11",1.87988579131853
"418","2_008","Run2","des.matV12",1.63537764350528
"419","2_008","Run2","des.matV13",1.5258352143232
"420","2_008","Run2","des.matV14",1.33289629325913
"421","2_008","Run3","des.matV1",2.52553010635629
"422","2_008","Run3","des.matV2",2.0211297925342
"423","2_008","Run3","des.matV3",2.00588980028911
"424","2_008","Run3","des.matV4",1.31680707146904
"425","2_008","Run3","des.matV5",1.81774764799798
"426","2_008","Run3","des.matV6",1.21870860111956
"427","2_008","Run3","des.matV7",1.70161113556047
"428","2_008","Run3","des.matV8",1.20687254045844
"429","2_008","Run3","des.matV9",1.759770762689
"430","2_008","Run3","des.matV10",1.34349725680655
"431","2_008","Run3","des.matV11",1.27266249147533
"432","2_008","Run3","des.matV12",1.23938148085211
"433","2_008","Run3","des.matV13",1.50263153709286
"434","2_008","Run3","des.matV14",1.29579540242106
"435","2_010","Run1","des.matV1",1.9328452737307
"436","2_010","Run1","des.matV2",1.32510036742545
"437","2_010","Run1","des.matV3",1.92014731294639
"438","2_010","Run1","des.matV4",1.47163366738514
"439","2_010","Run1","des.matV5",1.87494792019329
"440","2_010","Run1","des.matV6",1.23433924604372
"441","2_010","Run1","des.matV7",1.63341602467886
"442","2_010","Run1","des.matV8",1.25459246279169
"443","2_010","Run1","des.matV9",1.54169479676165
"444","2_010","Run1","des.matV10",1.25227105366471
"445","2_010","Run1","des.matV11",1.16454355890132
"446","2_010","Run1","des.matV12",1.12597548401165
"447","2_010","Run1","des.matV13",1.82150356167303
"448","2_010","Run1","des.matV14",1.2897386086728
"449","2_010","Run2","des.matV1",2.04001496592397
"450","2_010","Run2","des.matV2",1.31184738263937
"451","2_010","Run2","des.matV3",3.00550474657786
"452","2_010","Run2","des.matV4",2.74794085047132
"453","2_010","Run2","des.matV5",2.10904734945146
"454","2_010","Run2","des.matV6",1.49568664308715
"455","2_010","Run2","des.matV7",2.50326137063952
"456","2_010","Run2","des.matV8",1.42368985748247
"457","2_010","Run2","des.matV9",2.60535331391056
"458","2_010","Run2","des.matV10",1.4996636070735
"459","2_010","Run2","des.matV11",1.53679221801658
"460","2_010","Run2","des.matV12",1.20603902344782
"461","2_010","Run2","des.matV13",1.98559881584126
"462","2_010","Run2","des.matV14",1.60209251613599
"463","2_010","Run3","des.matV1",3.49833363542572
"464","2_010","Run3","des.matV2",2.20064016774675
"465","2_010","Run3","des.matV3",2.45668927662357
"466","2_010","Run3","des.matV4",1.76796892777364
"467","2_010","Run3","des.matV5",2.83509252790922
"468","2_010","Run3","des.matV6",1.78495381274488
"469","2_010","Run3","des.matV7",2.24987033057998
"470","2_010","Run3","des.matV8",1.50004213580537
"471","2_010","Run3","des.matV9",2.20763029084129
"472","2_010","Run3","des.matV10",1.47702040136994
"473","2_010","Run3","des.matV11",1.70099658862486
"474","2_010","Run3","des.matV12",1.34988350641464
"475","2_010","Run3","des.matV13",2.04991530416236
"476","2_010","Run3","des.matV14",1.77465639609973
"477","2_011","Run1","des.matV1",2.41744929114726
"478","2_011","Run1","des.matV2",1.62986652321515
"479","2_011","Run1","des.matV3",1.97259068952756
"480","2_011","Run1","des.matV4",1.2834589675023
"481","2_011","Run1","des.matV5",1.67908700289896
"482","2_011","Run1","des.matV6",1.21832316263284
"483","2_011","Run1","des.matV7",2.16783370992171
"484","2_011","Run1","des.matV8",1.43989246460619
"485","2_011","Run1","des.matV9",1.53248049628029
"486","2_011","Run1","des.matV10",1.29304461057438
"487","2_011","Run1","des.matV11",2.02711364041223
"488","2_011","Run1","des.matV12",1.77754795913249
"489","2_011","Run1","des.matV13",1.58104594719419
"490","2_011","Run1","des.matV14",1.24943474931737
"491","2_011","Run2","des.matV1",2.13800880449468
"492","2_011","Run2","des.matV2",1.526737640416
"493","2_011","Run2","des.matV3",2.19795620163167
"494","2_011","Run2","des.matV4",1.45836578874003
"495","2_011","Run2","des.matV5",2.05586233829296
"496","2_011","Run2","des.matV6",1.32615097012027
"497","2_011","Run2","des.matV7",1.89701433995554
"498","2_011","Run2","des.matV8",1.29085712890233
"499","2_011","Run2","des.matV9",2.01119065698341
"500","2_011","Run2","des.matV10",1.30691128850544
"501","2_011","Run2","des.matV11",1.51087751473655
"502","2_011","Run2","des.matV12",1.378399910129
"503","2_011","Run2","des.matV13",1.32744840223603
"504","2_011","Run2","des.matV14",1.30139306785089
"505","2_027","Run1","des.matV1",1.99832466552769
"506","2_027","Run1","des.matV2",1.24512246369409
"507","2_027","Run1","des.matV3",2.00779944277828
"508","2_027","Run1","des.matV4",1.29510657552814
"509","2_027","Run1","des.matV5",2.10973580092628
"510","2_027","Run1","des.matV6",1.53151740255437
